,addrcode,Year,Month,rainfall
755,100203,2016,6,46.697500000000005
756,100203,2016,7,52.67800000000001
757,100203,2016,8,62.720000000000006
758,100203,2016,9,72.1525
759,100203,2016,10,64.23999999999998
760,100203,2016,11,10.327499999999999
761,100203,2016,12,9.475000000000001
762,100203,2017,1,17.388
763,100203,2017,2,16.03
764,100203,2017,3,15.3625
765,100203,2017,4,44.766
766,100203,2017,5,33.040000000000006
767,100203,2017,6,19.625
768,100203,2017,7,32.077999999999996
769,100203,2017,8,53.230000000000004
770,100203,2017,9,38.648
771,100203,2017,10,35.85
772,100203,2017,11,3.585
773,100203,2017,12,0.3975
780,100204,2014,3,20.633999999999997
781,100204,2014,4,14.55
782,100204,2014,5,10.228
783,100204,2014,6,59.3375
784,100204,2014,7,12.07
785,100204,2014,8,35.272000000000006
786,100204,2014,9,68.945
787,100204,2014,10,72.215
788,100204,2014,11,8.774
789,100204,2014,12,5.992500000000001
790,100204,2015,1,7.386666666666667
791,100204,2015,2,0.0925
792,100204,2015,3,6.842499999999999
793,100204,2015,4,4.7175
794,100204,2015,5,27.369999999999997
795,100204,2015,6,77.2475
796,100204,2015,7,53.544999999999995
797,100204,2015,8,52.604
798,100204,2015,9,97.47500000000001
799,100204,2015,10,58.96200000000001
800,100204,2015,11,19.73
801,100204,2015,12,0.3925
802,100204,2016,1,8.672
803,100204,2016,2,0.0
804,100204,2016,3,21.985
805,100204,2016,4,14.705999999999998
806,100204,2016,5,91.86
807,100204,2016,6,46.697500000000005
808,100204,2016,7,52.67800000000001
809,100204,2016,8,62.720000000000006
810,100204,2016,9,72.1525
811,100204,2016,10,64.23999999999998
812,100204,2016,11,10.327499999999999
813,100204,2016,12,9.475000000000001
814,100204,2017,1,17.388
815,100204,2017,2,16.03
816,100204,2017,3,15.3625
817,100204,2017,4,44.766
818,100204,2017,5,33.040000000000006
819,100204,2017,6,19.625
820,100204,2017,7,32.077999999999996
821,100204,2017,8,53.230000000000004
822,100204,2017,9,38.648
823,100204,2017,10,35.85
824,100204,2017,11,3.585
825,100204,2017,12,0.3975
832,100206,2014,3,20.633999999999997
833,100206,2014,4,14.55
834,100206,2014,5,10.228
835,100206,2014,6,59.3375
836,100206,2014,7,12.07
837,100206,2014,8,35.272000000000006
838,100206,2014,9,68.945
839,100206,2014,10,72.215
840,100206,2014,11,8.774
841,100206,2014,12,5.992500000000001
842,100206,2015,1,7.386666666666667
843,100206,2015,2,0.0925
844,100206,2015,3,6.842499999999999
845,100206,2015,4,4.7175
846,100206,2015,5,27.369999999999997
847,100206,2015,6,77.2475
848,100206,2015,7,53.544999999999995
849,100206,2015,8,52.604
850,100206,2015,9,97.47500000000001
851,100206,2015,10,58.96200000000001
852,100206,2015,11,19.73
853,100206,2015,12,0.3925
854,100206,2016,1,8.672
855,100206,2016,2,0.0
856,100206,2016,3,21.985
857,100206,2016,4,14.705999999999998
858,100206,2016,5,91.86
859,100206,2016,6,46.697500000000005
860,100206,2016,7,52.67800000000001
